title,loc,minimum_qual,preferred_qual,resp,url
"Technical Writer, Global Security and Resilience Services","Sunnyvale, CA, USA","Bachelor's degree in English, Communications, Journalism, a technical field, or equivalent practical experience.
Experience in document processing, spreadsheets, database management, and graphics production software.
Ability to work under time constraints, high operational tempo, and deadlines.
5 years of writing/editing experience in a professional writing position.","Editorial certification.
Experience writing or editing physical security, enterprise resilience, employee welfare, analytical, and/or health and safety documents, presentations, and tools.
Experience with G Suite.
Excellent collaboration and facilitation skills.","Be involved in writing projects from the planning stage through to completion or join at the draft or final product review stage to review, edit, and rewrite copies as necessary.
Set/ensure document standards are enforced, such as organization, logical order and structure, presentation, word use, illustration, comprehensibility, completeness and correctness, etc.
Assist writers in developing material, planning or assisting with the planning of the documents, spreadsheets, presentations, and intranet necessary for a project.
Uses rule-based editing to make a document correct, consistent, accurate, and complete through spelling, grammar, punctuation, capitalization, hyphenation, adherence to legal requirements, internal consistency, and bibliographic references and citation as appropriate.
Uses analysis-based editing to evaluate the document or product for concept, content, organization, form, and style and make it functional for readers.",https://careers.google.com/jobs/results/87934277183775430-technical-writer-global-security-and-resilience-services/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=34&q=software&sort_by=relevance
"Applications Modernization Solutions Manager, Google Cloud","Atlanta, GA, USA","10 years of experience managing technical projects within the Application Development, DevOps and broader cloud domains.
Experience with cloud native application development and DevOps architectures and best practices.
Experience delivering polished and professional business and technical pitches to C-Suite and Board audiences.","10 years of experience in strategy and business development.
10 years of experience leading and managing a team in a dynamic, highly matrixed environment.
Ability to quickly learn, understand, and work with emerging technologies, methodologies, and solutions in the Cloud/IT technology space.","Analyze customer needs and market opportunities to prioritize. Enable low-friction customer consumption.
Develop solutions with an end-to-end focus on technical and commercial readiness.
Own and manage the ongoing lifecycle of each solution, including promoting internal and external awareness and evaluating success.
Manage cross-functional collaboration to drive asset development. Package and launch solutions.
Travel to customer sites, conferences, and related events as required up to 30% of the time.",https://careers.google.com/jobs/results/77130271381430982-applications-modernization-solutions-manager-google-cloud/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=34&q=software&sort_by=relevance
"Technical Program Manager, Product Design","Chicago, IL, USA","Bachelor's degree in Mechanical Engineering, a related technical field or equivalent practical experience.
3 years of program or project management experience.
Product design background with 2 years of experience in engineering program management and/or design engineering.
Ability to travel internationally up to 30% of the time.","Team player and creative thinker who is able to lead technical teams, cross functional groups and vendors against plans.
Experience shipping high volume / high quality products.
Ability to capture the big picture quickly and focus on key points, with passion for improving processes, plans, and all things that are simply broken.
Experience in product life cycle, tools, processes and operations planning.","Define, drive, and own the overall mechanical and electro-mechanical component development process from concept to launch for new Google Hardware products.
Interface between vendors and product engineering teams, setting and managing schedules and milestones.
Develop, maintain, and communicate key focus points and next steps with engineering, vendors, operations, quality, and management.
Identify risks, develop mitigation strategies and facilitate conflict resolution and constantly balance schedule, cost, performance, and user experience trade-offs.
Synthesize large amounts of data into a clear story and communicate to stakeholders and organizations at all levels and improve and maintain processes that ensure team members have what they need to understand and execute on all objectives.",https://careers.google.com/jobs/results/130003569559380678-technical-program-manager-product-design/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=34&q=software&sort_by=relevance
"Technical Program Manager, Internal Identity and Access Management","Austin, TX, USA","Bachelor's degree or equivalent practical experience.
5 years of experience in Program Management.
Experience developing software and data driven projects and working with developers, assessing risks and creating solutions.
Experience with one or more programming languages such as Java, C/C++, C#, Objective C, Python, JavaScript, or Go.","Experience working with cross-functional technical teams, business units, and external vendors.
Experience working on enterprise projects, creating implementation strategy solutions across a highly technical environment.
Experience maintaining and enhancing processes and technical solutions to achieve complex project deliverables.","Set baselines for team programs and lead engineering and program management.
Work on back-end and front-end engineering tasks.
Develop strong partnerships with groups within Google.
Build tools that manage accounts from creation to disablement and focus on Physical Identity Verification Internal Projects.",https://careers.google.com/jobs/results/105715134363509446-technical-program-manager-internal-identity-and-access-management/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=34&q=software&sort_by=relevance
"Security Engineering Manager, Android Security Operations","Sunnyvale, CA, USA","Bachelors degree in Computer Science, Engineering, related technical field, or equivalent practical experience
5 years of experience in application-level vulnerability testing, code-level security auditing
Experience with Java","Prior experience leading security engineering teams
Experience with developing or analyzing Android applications
Experience reading assembly and understanding of unpacking obfuscated code
Experience with static and dynamic analysis of malicious binaries
Familiarity with tools such as IDA Pro or OllyDbg
Excellent written and verbal communication skills to clearly communicate technical concepts with multiple cross-regional and cross-functional stakeholders","Demonstrate strong functional leadership by mentoring engineers, setting technical direction and priorities for the team
Design solutions that enable automatic identification of harmful or unwanted Android applications
Analyze harmful or unwanted Android applications to understand their behavior and their impact on the Android ecosystem
Conduct investigations to identify new harmful behaviors, enforce product policies, and analyze distribution trends
Collaborate with cross-functional groups such as Engineering, Policy and Legal to update policies, fix product loopholes, and provide users with a better mobile experience",https://careers.google.com/jobs/results/102396335824478918-security-engineering-manager-android-security-operations/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=34&q=software&sort_by=relevance
Audio Visual Design Engineer,"Sunnyvale, CA, USA","Bachelor's degree in Engineering or related technical field, or equivalent practical experience.
5 years of experience in system design and development of customer facing facilities and AV systems.
Experience with various operating systems (Linux/Mac/Windows), system configuration, and prototyping concepts.
Experience with AV test equipment and software, and documentation testing for system performance.","Experience with new build construction projects including AV and lighting specific facility impacts (HVAC coordination, lighting control, etc.).
Experience in writing software or design software architecture to be able to automate AV systems and integrate with other facility IT systems.
Experience with broadcast systems; lighting control, audio consoles and routing/distribution, video control and switching, matrix intercom, etc.
Off-the-shelf audio DSP programming experience (Q-Sys, Soundweb, Biamp, etc.).
Knowledge of AV, IT, networking hardware and AutoCAD proficiency.
Knowledge of visual display parameters and how to configure them (color space Rec.709/Rec.2020, brightness uniformity, CalMAN, etc.).","Validate and translate business requirements and creative intent into technical specifications and operational procedures, including assessment of development milestones and risk mitigation. Assist in prototyping and signoff on all prototypes prior to release.
Develop testing plans and performance criteria for all facility AV and interactive systems. Develop performance standards for a given facility/exhibit when it falls outside of published standards.
Develop tests and signoff procedures that confirm system performance and design intent from proof of concept through final implementation at single or multiple sites.
Work in partnership with Experience Design firms (where applicable) to guide their technical choices. Implement and commission scope for each project.
Ensure all solutions work within the context of Google, on our networks, and within the constraints of our security requirements. Stay up-to-date with related industry trends and new technologies.",https://careers.google.com/jobs/results/83008465091338950-audio-visual-design-engineer/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=34&q=software&sort_by=relevance
"Strategic Programs Lead, Retail, Google Cloud","Sunnyvale, CA, USA","Experience in the Cloud industry or technology experience in the retail industry.
10 years of experience in a Consulting, Strategy, Operations, Business Development, Project Management, and/or related role","MBA, MS or other advanced degree.
Ability to turn ambiguous information and unstructured problems into insights, plans and recommendations
Track record of delivery and impact at scale in organizations.
Ability to build collaboration, credibility, and relationships quickly across functions and levels.
Ability to communicate complex concepts concisely and clearly.
Effective communication, consultation, and influencing skills.","Partner closely with Engineering directors, Product leaders, Solution Managers, Sales strategy, and executive leadership to drive solutions development and commercialization implementation plan. Create cross product area joint go-to-market plans as needed.
Partner with Sales enablement and Sales Operation to coordinate Solution activation plans in each region e.g. ensure capacity (channel, professional services) coverage (sales resources) and content to enable sales and channel organizations.
Ensure solution commercialization with target accounts list.
Work with sales and customers to measure solution effectiveness and provide feedback to solution managers and product engineering.
Build, lead, and inspire an organization of program managers and solutions consultants to oversee solutions development and commercialization from inception to launch.",https://careers.google.com/jobs/results/112987653504148166-strategic-programs-lead-retail-google-cloud/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=34&q=software&sort_by=relevance
"Technical Program Manager, Data Center Reliability Centered Maintenance","Austell, GA, USA","Experience with 24X7 mission critical operations (e.g., data center, semiconductor, pharmaceutical, power, nuclear, or other industries, including military).
10 years of experience implementing Reliability/Maintenance improvement. 3 years of experience in a global Operations/Maintenance organization.
Ability to travel domestically and internationally up to 40% of the time.","Bachelor's degree or Master's degree in Mechanical Engineering, Electrical Engineering, and/or Industrial Engineering.
Certifications such as Certified Reliability Engineer (CRE), Certified Maintenance and Reliability Professional (CMRP), Lean Six Sigma Black Belt
Experience in reliability modeling, identifying, and analyzing problems relating to mission critical infrastructure.
Experience with Weibull++, JMP, Minitab, SQL, Supersmith Weibull, Monte Carlo Simulations, Reliasoft, or Asset Performance Software
Demonstrated quantifiable improvement in Asset Availability at multiple locations.","Optimize Asset Care Plans to achieve maximum asset Availability.
Analyze data from CMMS and data historians to target assets for improvement.
Create and implement programs and best practices to improve asset health and reduce Total Cost of Ownership.
Partner with internal teams to provide input into future designs to improve Reliability, Availability, and Maintainability.
Develop and Implement a process for ranking Asset Criticality.",https://careers.google.com/jobs/results/91719750427517638-technical-program-manager-data-center-reliability-centered-maintenance/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=34&q=software&sort_by=relevance
"Technology Program Manager, Real Estate and Workplace Services","Sunnyvale, CA, USA","Bachelor's degree in Business or Technology, or equivalent practical experience.
7 years of experience managing software development projects through the entire lifecycle.
Experience influencing technical and non-technical manager-level groups.","Experience in technology strategy development and execution, working with onshore and offshore development teams and globally diverse client groups.
Experience with development and construction or real estate planning.
Ability to advance projects with vague/undefined scopes, influence and align multiple stakeholders with competing priorities and resource constraints.
Ability to drive program and process change through informal authority, serve as a trusted consultant to internal customers, and represent users and customers.
Excellent attention to detail, information organization, timeline tracking, and communication across teams at all organizational levels.
Excellent analytical and interpersonal skills; ability to build relationships and cross-functional connections.","Align internal clients and cross-functional partners to develop technology strategies and products; focus on scalable growth, automation, high business impact, and best outcomes for the company.
Research, develop, and deliver technology solutions as part of a broader roadmap, and bring them to fruition via partnerships with third-party technology providers and/or internal engineering groups.
Provide end-to-end ownership of the product lifecycle: plan product roadmap, gather requirements, develop user stories, feature prioritization, project management, testing, delivery, deployment, communication, and transition to maintenance mode.
Manage complex distributed developer teams consisting of onshore/offshore/nearshore resources; including RFP, contracting, and ongoing vendor management.
Establish strong cross-functional relationships with client group(s), engineering teams, and leadership to build both team effectiveness and long-term product usefulness.",https://careers.google.com/jobs/results/91032013756080838-technology-program-manager-real-estate-and-workplace-services/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=34&q=software&sort_by=relevance
"Technical Program Manager, Geo Data Tools","Hyderabad, Telangana, India","Bachelor's degree in a technical discipline or equivalent practical experience.
6 years of experience of relevant program management.
Experience dealing with data sets used for data-driven decision making.","MBA or equivalent advanced degree.
Experience managing and improving software engineering processes (e.g., bug tracking, builds, test, and release).
Experience working globally in a cross-cultural environment with remote teams.
Ability to effectively influence and communicate cross-functionally.
Ability to lead/manage team-members on projects.
Logical thinking, independent decision making, and problem solving skills, and ability to make trade-offs.","Work with global Program Management team to develop and deliver complex projects from conception to implementation and manage the relationships across Engineering and Operations.
Create Operational and Product requirement documents that creatively solve operational challenges.
Manage resolution of project-related technical issues, self service configuration and engage with Engineering to determine root cause and solution.
Work with Engineers on prioritization and implementation of tools and systems to improve Geo Data.
Manage extended workforce development teams that build out new features or maintain existing systems.",https://careers.google.com/jobs/results/74386507223179974-technical-program-manager-geo-data-tools/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=34&q=software&sort_by=relevance
"Technical Program Manager, Site Reliability Engineering","Pittsburgh, PA, USA","Bachelor's degree in Computer Science, a related field or equivalent practical experience.
Experience in Program Management.
5 years of experience in Unix/Linux systems programming with C, C++, Java, Python, Shell and/or Perl.
Experience working with code and storage and operating systems.","Experience with the design and architecture of software to improve availability, scalability, latency and efficiency.
Experience analyzing global scale distributed systems and critical production service environments.
Ability to take initiative, adapt quickly to changing priorities and work with a high sense of urgency with high attention to detail. Ability to interact with technical and non-technical teams.
Excellent interpersonal, presentation and communication skills. Effective problem-solving skills.","Coordinate with stakeholders to manage, track and control project challenges and ensure timely delivery of products.
Identify and/or analyze challenges relating to mission critical services and manage the building of automation tools/processes to prevent recurrence.
Engage in a service capacity planning and forecasting software performance analysis and system tuning.
Exercise technical judgment to keep goals for programs, projects and products attainable within a given timeline.
Influence and manage the creation of new designs, architectures, standards and methods for large-scale distributed systems.",https://careers.google.com/jobs/results/108116912623231686-technical-program-manager-site-reliability-engineering/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=34&q=software&sort_by=relevance
"Senior Technical Program Manager, Infrastructure Software Engineering","Sunnyvale, CA, USA","Bachelor’s degree in Computer Science or equivalent practical experience.
8 years of experience in program management on technical cross-functional projects.
Experience architecting and developing large scale distributed systems.","Master’s, PhD degree, further education or equivalent experience in Engineering, Computer Science or other technical related field.
Experience with technologies such as virtualization and global infrastructure, load balancing, networking, massive data storage, Hadoop, MapReduce, and security.
Experience managing execution and high quality product delivery.
Ability to be an influential member of a highly integrated team composed of both technical and non-technical members.","Manage technology programs, defining milestones and success criteria, and resource allocation.
Work on massive distributed, large-scale systems, storage solutions, applications and entirely new platforms.
Identify and solve cross-functional and inter-team technical challenges.
Develop tools and processes to improve software engineering productivity.
Build positive, trusting relationships through consistent, on-time delivery of commitments and effective communication.",https://careers.google.com/jobs/results/109476321312023238-senior-technical-program-manager-infrastructure-software-engineering/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=35&q=software&sort_by=relevance
"Technical Program Manager, Security","Mountain View, CA, USA","Bachelor's degree in a technical field or equivalent practical experience.
Experience in Program Management on technical cross-functional projects.
Experience with security in one or more of the following: threat modeling, incident/emergency response, OS hardening, vulnerability management, penetration testing, or cryptographic concepts.","Master’s, PhD degree, further education or equivalent experience in engineering, computer science or other technical related field.
Experience managing execution and high quality product delivery.
Ability to be an influential member of a highly integrated team composed of both technical and non-technical members.","Manage security programs, defining milestones and success criteria, resource allocation and successful on-time delivery.
Understand the end-to-end solution and implementation path in order to execute large security projects.
Coordinate between different security teams, and set clear expectations about responsibilities.
Exercise technical judgment in working with large, cross-functional teams.
Communicate schedules, priorities, and status to all levels in the company.",https://careers.google.com/jobs/results/130989365821088454-technical-program-manager-security/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=35&q=software&sort_by=relevance
Visual Designer,"San Francisco, CA, USA","Experience collaborating with multidisciplinary UX and/or product teams (motion, interaction, UX research, engineering, content strategy) on technical implementation.
Experience implementing visual design systems across a range of platforms in an iterative software development environment.
Portfolio highlighting multiple projects and your direct contributions.","6 years of relevant industry experience.
Proficient with industry standard design tools (e.g. Photoshop, Illustrator, Sketch).
Advanced skills in problem-solving and familiarity with technical constraints and limitations as they apply to designing for platforms such as desktop and mobile, Android and iOS.
Ability to act as a leader in communicating conceptual ideas and design rationale, all within a user-centered design process.
Self-motivated, able to prioritize and manage workload and meet critical project deadlines.
Strong communication skills and the ability to build good working relationships.","Mature and evolve the notion of framework by collaborating with other leads to form a cohesive offering across Assistant.
Work across programs to define, maintain, and evolve the tools, processes, and communication around asset management.
Leverage principle contributors to explore concept development to influence product, a point-of-view around visual style, and product commitments.
Defend the product of Assistant, our brand promise, and its unique value prop amid an interlaced relationship with Search and Google’s master brand.
Partner with visual programs within our organization to evolve and apply new design styles and aesthetics for our suite of products.",https://careers.google.com/jobs/results/143503594851574470-visual-designer/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=35&q=software&sort_by=relevance
"Technical Program Manager, Cloud Programs","Sunnyvale, CA, USA","Bachelor’s degree in a technical field or equivalent practical experience.
5 years of experience in cloud computing emerging technologies or related technical fields.
Experience in software program management and/or engineering management.","Experience in problem solving within fast-paced and constantly changing environments.
Experience working cross-functionally with cloud computing engineering, sales and marketing teams or related technical fields.
Experience in communicating technical concepts to non-technical audiences.
Strong verbal/written communication skills.","Provide the required hands-on software development and project management, cross-functional coordination, and inter/intra team communications to deliver outstanding program outcomes.
Work closely with software engineers, QA, product managers and other engineering teams to get high-quality products and features through the software project lifecycle (build, test and release on time).
Manage project schedules, identify possible issues and clearly communicate them to project stakeholders.
Take responsibility for release schedules and milestones, keeping up a high velocity in a fast-paced environment.
Lead several technical programs for the Google Cloud Business, setting priorities for products and engineering, leading cross-functional teams to take products to market, ensuring success metrics are informing future efforts, and quickly fine tuning the program as needed.",https://careers.google.com/jobs/results/87640020384391878-technical-program-manager-cloud-programs/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=35&q=software&sort_by=relevance
"Technical Account Manager, Cloud Professional Services","São Paulo, State of São Paulo, Brazil","Bachelor's degree in Computer Science, Math or a related technical field, or equivalent practical experience.
3 years of experience as a customer-facing services consultant in an infrastructure/data systems environment.
Experience in two of the following areas: data center infrastructure, operating systems, networking, security, etc.
Ability to travel up to 30% of the time.","MBA or a graduate degree in a management, technical or engineering field.
Ability to present technical materials effectively to diverse stakeholder groups, and to engage effectively with executives of large enterprises on both technical and non-technical matters.
Excellent project management and stakeholder management skills, with a focus on translating business requirements into technology solutions.
Excellent written and verbal communication skills in English and fluency in Portuguese","Drive the customer partnership for key strategic customers. Establish executive relationships, conduct customer Quarterly Business Reviews (QBRs), advocate for customer to rapidly reduce adoption blockers, and coordinate across multiple work streams and teams to maintain customer momentum.
Manage the post-sales relationship with customers to maximize value. Work with customer technical/implementation leads and partners to manage/drive successful adoption of Google Cloud.
Guide customers through the innovation lifecycle, building strategic roadmaps and driving achievement of key milestones. Serve as an advocate for business transformation, enabling teams to embrace cloud technologies.
Provide best practices and accelerated support for Google Cloud Platform and G Suite Solutions.
Drive customer feedback to Google product management and engineering to ensure the best possible production experience, and assist in prioritizing product requirements by communicating customer needs and impact.",https://careers.google.com/jobs/results/129988810239812294-technical-account-manager-cloud-professional-services/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=35&q=software&sort_by=relevance
"Director, Retail Solutions Strategy and Industry Engagement","Sunnyvale, CA, USA","Bachelor's degree in Business Administration, Engineering, Computer Science or equivalent practical experience.
10 years of experience in strategic planning, business development or experience in evaluating, incubating and launching technology or innovations within a business.
10 years of experience working in retail in strategic, innovation or e-commerce capacities.","Master’s degree.
Experience driving digital transformation or strategic programs in retail or consumer business.
Proven performance with increasing levels of responsibility.
C-level relationships in the retail industry and/or seen as an industry thought leader.
Excellent attention to detail, highly entrepreneurial, creative, open-minded, persistent, highly collaborative and passion for and understanding of Google products.","Work with US-based retailers and influence/implement a global account planning and go-to-market strategy for Google Cloud for a critical set of global retail clients to drive significant business growth.
Build and lead an outstanding global, commercial (i.e., client-facing), cross-functional team with impressive entrepreneurial and strategic skills honed in executive positions.
Orchestrate, with global alliance partners and teams, for effective solution creation and serve as the industry liaison for other Google products.
Meet and exceed challenging growth goals by establishing and expanding relationships with large customers and business partners, delivering on innovative proof of concepts.
Contribute to the evolving Google Cloud business and product strategy.",https://careers.google.com/jobs/results/91965499128062662-director-retail-solutions-strategy-and-industry-engagement/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=35&q=software&sort_by=relevance
"Technical Program Manager, Marketing Works","New York, NY, USA","Bachelor’s degree or equivalent practical experience.
5 years in technical program management, using Agile methodology.
5 years of experience implementing technical business to business programs and feature prioritization.
Experience working crossfuntionally with UX, product, and engineering teams.","Experience in ecommerce process optimization.
Experience working as a software engineer.
Ability to navigate with ambiguity, solve complex problems and scale effectively across a large and highly distributed organization.","Manage and grow Content Management System and Publishing platform that is used by marketing websites across Alphabet.
Manage cross-functional efforts across internal teams.
Manage annual and quarterly sprint planning, risk mitigation, execution, and operations. 
Process, project, and feature prioritization.
Customer communication and stakeholder management.",https://careers.google.com/jobs/results/98124184267170502-technical-program-manager-marketing-works/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=35&q=software&sort_by=relevance
Computational Linguist (Japanese),"London, UK","Bachelor’s degree or equivalent practical experience.
Experience with scripting languages working in a Linux environment.
Experience in core areas such as semantics, syntax, morphology, and phonology, as well as applied areas in NLP and/or lexicography
Ability to speak and write in English and Japanese fluently and idiomatically.","Master's degree or PhD in an analytical discipline (e.g., Linguistics, Cognitive Science, Statistics).
Experience in ontology design, crowdsourcing of data, and/or machine learning.
Ability to work well independently.
Strong scripting and debugging skills","Develop various grammars for different languages and NLP task-oriented applications.
Develop and Improve Japanese specific modules
Coordinate data collection and curation.
Develop, train, and/or evaluate NLP systems, identify errors/regressions and propose solutions.
Improve NLP model building workflows through design and implementation of scalable automated systems that bring about increased accuracy, coverage, and fluency.",https://careers.google.com/jobs/results/115466460660146886-computational-linguist-japanese/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=35&q=software&sort_by=relevance
"Technical Program Manager, Energy Analyst","Sunnyvale, CA, USA","Bachelor's degree in technical field or equivalent practical experience.
2 years of data engineering, business intelligence, or data analytics experience in the energy industry.
Experience with databases, SQL-based languages, and the use of analytical tools on large datasets.
Experience with data analysis on Python and developing reporting dashboards and simulation tools.","Experience with techno-economic analysis of energy projects.
Experience with statistical, machine learning or econometric models and analysis.
Experience with data governance, architecture, or engineering.
Experience developing interfaces for analysis and visualization by various stakeholders.
Knowledge of electric grid planning and analysis software such as ProMod and Enelytix.","Build the data infrastructure, analytics, and business intelligence necessary for evaluating energy projects.
Write scripts and queries to automate analytical requests on Python and SQL.
Develop data visualization strategies to track and demonstrate impact and progress of various energy programs.",https://careers.google.com/jobs/results/89026639301616326-technical-program-manager-energy-analyst/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=35&q=software&sort_by=relevance
"Partner Technology Manager, Music Publishing, YouTube","London, UK","Bachelor's degree in Computer Science or related technical field, or equivalent practical experience.
Experience working with internet products and technologies in either; software engineering, product management, engineering program management, technical account management, or sales engineering etc.
Experience with development tools and languages.
Ability to speak and write English fluently and idiomatically.","Experience in digital music or music publishing.
Experience in data analysis, modeling, and in working with large datasets (SQL) and scripting experience (e.g. Python).
Experience working in a customer facing or partner facing role.
Excellent project management skills and attention to detail with the ability to work well in a cross-functional team environment.","Manage the technical relationship with many of our top partners and work closely with the Business Development team to build new agreements and make sure these partners are successful on YouTube.
Identify, drive, and optimize the flow from existing and new business opportunities by leveraging YouTube technologies through prototyping and innovation.
Perform implementation reviews, advocate new product features and new internal tools, and ensure the prompt and proper resolution of technical challenges.
Improve product feature offerings by providing partner feedback to internal cross-functional teams including Product Management and Engineering.
Guarantee the technical aspects of a partner’s integration (both new and ongoing) by providing necessary documentation and technical guidance.",https://careers.google.com/jobs/results/73646818828657350-partner-technology-manager-music-publishing-youtube/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=35&q=software&sort_by=relevance
"Sales Engineer, Infrastructure Modernization, Google Cloud","Stockholm, Sweden","Bachelor's degree in Computer Science, related technical field, or equivalent practical experience.
Experience in data center architectures and components.
Experience in cloud migration, disaster recovery, and/or application/servers assessment and discovery.
Experience as a sales engineer or technical consultant in a cloud computing environment or in a customer-facing role.","Master’s degree or PhD in Engineering, Computer Science, related technical related field, or equivalent practical experience.
Experience in one or more public cloud platforms, including infrastructure/storage platforms.
Experience with Windows, Linux system administration, and/or Enterprise applications.
Experience in advanced areas of networking (e.g., Linux, software-defined networking, network virtualization, open protocols, DNS, etc.).
Experience in advanced security matter (e.g., Authentication Protocols, Identity and Access Management Systems, Key Management Systems, encryptions, etc.).
Experience with deployment methodologies and technologies (e.g., CI/CD, Chef, Puppet, Ansible, etc.).","Challenge and inspire customers and peers to solve difficult problems with ambitious and novel solutions, leveraging a sophisticated set of technical competences.
Work with the team to identify and qualify business opportunities, identify key customer technical objections and develop a strategy to resolve technical blockers.
Manage the technical relationship with Google’s customers, including managing product and solution briefings, proof-of-concept work, and the coordination of additional technical resources.
Work hands-on with customers to demonstrate and prototype Google Cloud product integrations in customer/partner environments.
Recommend migration strategies, enterprise architectures, migration tools, and cloud infrastructure required to successfully implement a complete solution using best practices on Google Cloud.",https://careers.google.com/jobs/results/109066002886468294-sales-engineer-infrastructure-modernization-google-cloud/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=35&q=software&sort_by=relevance
Engineering Manager,"Aarhus, Denmark","Bachelor's degree in Computer Science or equivalent practical experience.
Experience in C++, Java and/or Python.","Experience leading software development teams building scalable distributed infrastructure.
Ability to recruit and manage a team of experienced engineers on projects.
Ability to work within an informal startup environment and provide hands-on management.
Practical experience building developer-oriented software, for example software frameworks, programming languages, or developer tools","Manage a team of software engineers, including task planning, coaching, growth plans, and issue resolution
Drive technical projects and provide leadership in an innovative and fast-paced environment.
Be responsible for the overall planning, actioning and success of technical projects.
Work closely with product management teams to ensure best-in-class product development.
Align the work of the group with the work of other teams in the group, with partner teams, and for the needs of customers.",https://careers.google.com/jobs/results/130030591681667782-engineering-manager/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=35&q=software&sort_by=relevance
"Visual Designer, Assistant","Zürich, Switzerland","Bachelor's degree in Design (e.g., interaction, graphic, visual communications, etc.), HCI, CS, or a related field or equivalent practical experience.
Experience collaborating with multidisciplinary UX/Product teams (motion, interaction, UX research, etc.) on technical implementation.
Experience implementing visual design systems across platforms in a software development environment.
Portfolio highlighting projects and specific contributions.","Proficient with industry standard design tools (e.g., Photoshop, Illustrator, Sketch).
Familiarity with technical constraints and limitations as they apply to designing for platforms such as desktop and mobile, Android and iOS.
Proven ability to act as a leader in communicating conceptual ideas and design rationale, all within a user-centered design process.
Self-motivated with ability to prioritize and manage workload and meet critical project deadlines.
Excellent interpersonal and problem-solving skills, and the ability to build good working relationships.","Create high quality proposals throughout entire design process from concept to production.
Work closely with Product Managers and Engineering to effectively communicate the value of visual design and brand.
Maintain and evolve the continued development of Google's design language.",https://careers.google.com/jobs/results/107244067894502086-visual-designer-assistant/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=35&q=software&sort_by=relevance
"Associate Product Manager, University Graduate, 2020","Zürich, Switzerland","Bachelor's degree in Computer Science, similar field ( engineering, mathematics, information technology), or equivalent practical experience.
Software development experience in one of the following programming languages including but not limited to: C, C++, Java, JavaScript and/or Python.
Internship experience or experience as a Teaching or Research Assistant in a similar technical field.
Experience leading entrepreneurial efforts, outreach within organizations and/or project management experience.","Demonstrated ability to learn new concepts; interest in creating and analyzing products.
Effective analytical, problem-solving, organizational, verbal, written and presentation communication and interpersonal skills.","Understand and analyze user needs.
Help to define a product vision and strategy.
Work with Engineers to build and launch new features.",https://careers.google.com/jobs/results/130096837257241286-associate-product-manager-university-graduate-2020/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=35&q=software&sort_by=relevance
